,Team,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
0,ATL,104.02439024390245,98.40243902439025,38.65853658536585,82.76829268292683,0.47397560975609765,10.073170731707316,26.51219512195122,0.3845853658536585,16.634146341463413,21.4390243902439,0.7844634146341466,8.829268292682928,40.98780487804878,26.085365853658537,9.207317073170731,4.695121951219512,13.597560975609756,18.073170731707318,36.951219512195124,84.08536585365853,0.44580487804878044,8.865853658536585,25.98780487804878,0.342560975609756,15.634146341463415,20.451219512195124,0.767243902439024,11.670731707317072,44.1219512195122,23.79268292682927,7.439024390243903,5.012195121951219,15.646341463414634,19.902439024390244
1,BOS,102.64634146341463,102.6829268292683,39.41463414634146,88.91463414634147,0.45028048780487806,8.134146341463415,24.878048780487806,0.3306707317073171,15.682926829268293,20.78048780487805,0.7661219512195121,11.207317073170731,44.31707317073171,24.74390243902439,8.292682926829269,3.6707317073170733,13.512195121951219,21.451219512195124,38.707317073170735,85.7439024390244,0.4574878048780489,7.5,22.26829268292683,0.34137804878048783,17.76829268292683,23.5609756097561,0.7673902439024389,11.0,45.1219512195122,22.26829268292683,7.2439024390243905,5.317073170731708,14.71951219512195,19.146341463414632
2,BRK,99.34146341463415,102.1951219512195,37.926829268292686,84.20731707317073,0.4572195121951219,6.670731707317073,20.170731707317074,0.3306829268292683,16.817073170731707,22.51219512195122,0.7565365853658533,10.5,42.96341463414634,21.25609756097561,7.121951219512195,4.2560975609756095,13.512195121951219,19.5,38.890243902439025,85.28048780487805,0.46278048780487807,8.573170731707316,23.878048780487806,0.3652317073170731,15.841463414634147,21.609756097560975,0.7421585365853656,11.463414634146341,44.76829268292683,24.01219512195122,7.951219512195122,4.658536585365853,13.21951219512195,20.317073170731707
3,CHO,95.42682926829268,98.3048780487805,35.96341463414634,85.40243902439025,0.42681707317073164,6.158536585365853,19.390243902439025,0.31653658536585355,17.341463414634145,23.134146341463413,0.7577317073170731,10.121951219512194,44.63414634146341,20.426829268292682,6.195121951219512,5.512195121951219,11.353658536585366,18.4390243902439,37.207317073170735,84.73170731707317,0.445670731707317,7.951219512195122,22.353658536585368,0.35147560975609743,15.939024390243903,20.609756097560975,0.7891097560975608,9.048780487804878,44.58536585365854,22.365853658536587,6.2317073170731705,5.426829268292683,12.170731707317072,21.097560975609756
4,CHI,101.89024390243902,98.95121951219512,36.98780487804878,83.7439024390244,0.44875609756097556,7.975609756097561,22.548780487804876,0.3581585365853658,19.9390243902439,25.451219512195124,0.7922560975609755,11.829268292682928,46.146341463414636,21.98780487804878,6.329268292682927,5.829268292682927,13.402439024390244,18.414634146341463,38.19512195121951,87.53658536585365,0.4426707317073171,6.634146341463414,19.71951219512195,0.3422439024390242,15.926829268292684,21.23170731707317,0.7542317073170729,11.853658536585366,43.853658536585364,20.573170731707318,7.597560975609756,5.414634146341464,11.853658536585366,21.48780487804878
5,CLE,104.35365853658537,99.89024390243902,38.13414634146341,83.13414634146342,0.4648536585365853,10.170731707317072,27.73170731707317,0.3684024390243902,17.914634146341463,23.817073170731707,0.7553658536585366,11.21951219512195,43.36585365853659,22.329268292682926,7.463414634146342,4.182926829268292,13.75609756097561,18.658536585365855,38.51219512195122,84.39024390243902,0.463658536585366,7.902439024390244,22.878048780487806,0.34376829268292686,14.963414634146341,20.0609756097561,0.7545365853658538,10.902439024390244,41.58536585365854,24.353658536585368,7.890243902439025,4.524390243902439,12.951219512195122,20.79268292682927
6,DAL,106.3048780487805,103.28048780487805,40.0609756097561,86.84146341463415,0.4678414634146341,9.0,25.682926829268293,0.35208536585365857,17.182926829268293,22.853658536585368,0.7654024390243905,10.634146341463415,42.890243902439025,22.71951219512195,8.170731707317072,4.573170731707317,12.731707317073171,20.304878048780488,38.390243902439025,85.53658536585365,0.45557317073170733,9.109756097560975,25.121951219512194,0.364719512195122,17.390243902439025,23.146341463414632,0.7575487804878053,12.365853658536585,46.69512195121951,22.5,7.390243902439025,3.8902439024390243,15.695121951219512,22.475609756097562
7,DEN,102.42682926829268,106.09756097560975,38.170731707317074,88.3170731707317,0.4389390243902439,8.121951219512194,25.097560975609756,0.3298414634146342,17.963414634146343,24.51219512195122,0.7398658536585369,12.439024390243903,45.24390243902439,21.98780487804878,7.865853658536586,4.536585365853658,14.0,23.28048780487805,38.951219512195124,85.29268292682927,0.4630853658536586,7.7682926829268295,22.524390243902438,0.34054878048780474,20.426829268292682,27.304878048780488,0.7568170731707318,11.134146341463415,45.707317073170735,23.304878048780488,7.536585365853658,6.195121951219512,13.865853658536585,20.963414634146343
8,DET,99.65853658536585,100.4390243902439,37.48780487804878,86.7439024390244,0.43837804878048786,8.646341463414634,25.24390243902439,0.342329268292683,16.036585365853657,22.804878048780488,0.7119634146341464,12.902439024390244,45.426829268292686,21.853658536585368,7.7439024390243905,4.7682926829268295,12.914634146341463,19.402439024390244,38.170731707317074,84.08536585365853,0.46106097560975623,7.780487804878049,22.036585365853657,0.3575121951219513,16.317073170731707,21.146341463414632,0.7769390243902439,10.878048780487806,44.71951219512195,23.926829268292682,7.109756097560975,4.804878048780488,13.670731707317072,19.634146341463413
9,GSW,111.26829268292683,100.95121951219512,41.96341463414634,87.92682926829268,0.48441463414634156,10.914634146341463,27.390243902439025,0.40292682926829276,16.426829268292682,21.451219512195124,0.7756707317073173,10.573170731707316,45.292682926829265,27.682926829268293,9.378048780487806,6.085365853658536,14.25609756097561,20.21951219512195,37.30487804878049,87.35365853658537,0.43278048780487793,7.2560975609756095,21.548780487804876,0.33946341463414625,19.085365853658537,25.0,0.7708536585365855,11.878048780487806,44.98780487804878,21.146341463414632,8.378048780487806,3.6097560975609757,15.670731707317072,19.182926829268293
