,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoals.,X3PointShots,X3PointShots.,TotalRebounds,Assists,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,v.TeamPoints,v.OpponentPoints,v.FieldGoals,v.FieldGoals.,v.X3PointShots,v.X3PointShots.,v.TotalRebounds,v.Assists,v.Blocks,v.Opp.FieldGoals,v.Opp.FieldGoals.,v.Opp.3PointShots,v.Opp.3PointShots.,v.Opp.TotalRebounds,v.Opp.Assists,v.Opp.Blocks,h._ATL,h._BOS,h._BRK,h._CHI,h._CHO,h._CLE,h._DAL,h._DEN,h._DET,h._GSW,h._HOU,h._IND,h._LAC,h._LAL,h._MEM,h._MIA,h._MIL,h._MIN,h._NOP,h._NYK,h._OKC,h._ORL,h._PHI,h._PHO,h._POR,h._SAC,h._SAS,h._TOR,h._UTA,h._WAS,a._ATL,a._BOS,a._BRK,a._CHI,a._CHO,a._CLE,a._DAL,a._DEN,a._DET,a._GSW,a._HOU,a._IND,a._LAC,a._LAL,a._MEM,a._MIA,a._MIL,a._MIN,a._NOP,a._NYK,a._OKC,a._ORL,a._PHI,a._PHO,a._POR,a._SAC,a._SAS,a._TOR,a._UTA,a._WAS
284,1,0.6131454065774202,-0.6952031936271584,-0.016154983673204015,0.8918245245866006,0.7186975622600786,0.8806360501074092,-0.9080026602451302,0.25987193715010476,0.7735104501357446,-1.251653599984474,0.6838948998126909,-1.1569100619766581,-1.338278919821053,-0.871153719780532,-0.5678371522137085,-1.3573674212697755,1.2946356176554588,-0.6205840556500949,-0.901416269991118,-2.9935381679976665,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1,-1.4263008120918537,1.090579417490942,-2.1728453040460174,-2.4087890193539208,-0.4612536593609442,-1.8779580928245327,-0.43272001777306857,-1.9644082991023695,-1.0534475654229665,-0.6836763361259719,-0.2247766453929815,1.5585543099081849,1.698184078725527,0.051244336457678605,0.17226520348055943,-0.6746725775933031,1.2825644230852522,1.9057652205424807,-0.26708630221959295,0.5377613475444875,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1,-0.8623381921382918,-0.45138785557782274,-0.9935314959020821,-0.5733717919725556,-1.35515609998293,-0.9993812072926016,-1.2059410331380485,-0.6957861543051074,-0.8029775149028207,-0.9887011630129475,0.9995386997262435,-1.794302020650593,0.26140479962534535,1.3689558453694062,1.2186168098069463,0.24788802196949122,-0.4194740113149428,-0.233269184038688,-1.0015736333234622,0.7170151300593205,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,-0.8492227823719304,0.11531806529360306,0.040387459183012384,1.0259511681260054,-1.862892686256218,-0.2724961121532763,-1.191753491571723,0.4163539638211289,0.9945134358888187,0.6310858487316681,0.1673868635905199,-0.4671297231377492,0.20552478811121874,0.9443599147200741,1.1930960389209377,-0.012033399124732053,-0.4858655814511234,1.7297130061736585,0.6844086494377002,0.6453136170533896,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1,-0.8492227823719304,0.11531806529360306,0.040387459183012384,1.0259511681260054,-1.862892686256218,-0.2724961121532763,-1.191753491571723,0.4163539638211289,0.9945134358888187,0.6310858487316681,0.1673868635905199,-0.4671297231377492,0.20552478811121874,0.9443599147200741,1.1930960389209377,-0.012033399124732053,-0.4858655814511234,1.7297130061736585,0.6844086494377002,0.6453136170533896,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0.0,0.8500588813071425,-0.3877196081569104,0.8353501483594669,-1.7484731738566042,-0.7419856353593993,-1.2981600533192057,0.5169495523953609,-0.49357333484852495,0.4943505815064722,0.17695182722426353,1.1481786652824975,1.4519331805277207,0.6076114179981831,0.6443994648717396,0.09626719299787467,-0.9807845588299061,0.453334451999711,0.10015736333234646,0.07170151300593218,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0.17050032696270281,0.9554925410041484,0.13731736122223648,-0.17020749501784233,0.03933170738736808,0.5429330597310714,-0.574595433436365,-0.013971609524197622,-0.9208457739711249,-0.7152306285625557,0.3586861362653974,0.5457122933852203,1.2009466881338289,0.7833062858530824,0.2743482870245991,1.116699438775149,0.21426370362129932,0.7174127735529453,-0.5174797105504573,-0.053776134754449784,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,-1.0361173715425898,-0.48104107236760657,-0.920834069372657,-0.7098515345214275,-0.6328829279603652,-0.29857886344249335,0.41853247620673895,-0.7907930990696584,0.8619116444369739,-0.9571468705763622,-0.6552000089114657,-0.23138201239533063,-0.6667716628125053,-1.1493372605507843,-1.0527317990478873,-1.1471840498911077,0.03319578506809383,-0.9638858736692982,-0.6677157555489763,-1.3981795036156761,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,-1.0361173715425898,-0.48104107236760657,-0.920834069372657,-0.7098515345214275,-0.6328829279603652,-0.29857886344249335,0.41853247620673895,-0.7907930990696584,0.8619116444369739,-0.9571468705763622,-0.6552000089114657,-0.23138201239533063,-0.6667716628125053,-1.1493372605507843,-1.0527317990478873,-1.1471840498911077,0.03319578506809383,-0.9638858736692982,-0.6677157555489763,-1.3981795036156761,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1,2.072234743085187,-0.0395376223863772,1.8659006142551224,1.5561828115917302,-0.160902439311956,-0.02333719852193913,2.9722899581461695,0.32693566286625403,1.2007828892583476,1.4199431596462537,0.09086715452056836,-0.021828491735404132,-1.1611676968864892,-0.5197639840707377,-0.26158790158160045,-0.8262934065649306,-1.8619817624555308,-0.44453184128127543,1.4522817683190217,-0.8604181560711861,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,-0.09508672080612154,0.24052053618380329,0.7915941999870202,0.2988435742018507,-0.4469512203109914,0.049419949811165584,-0.1844380403622936,0.5616587028727975,0.1694356224106875,-0.11569907226747134,0.18651679085800713,0.03055988842958003,0.7046564163813701,0.4465577891311956,0.2998690579106095,0.012033399124735705,0.11769414705958621,0.8406493236111154,-0.16692893888724286,0.44813445628707543,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,-0.09508672080612154,0.24052053618380329,0.7915941999870202,0.2988435742018507,-0.4469512203109914,0.049419949811165584,-0.1844380403622936,0.5616587028727975,0.1694356224106875,-0.11569907226747134,0.18651679085800713,0.03055988842958003,0.7046564163813701,0.4465577891311956,0.2998690579106095,0.012033399124735705,0.11769414705958621,0.8406493236111154,-0.16692893888724286,0.44813445628707543,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,-1.3443295010520975,1.3080363406160262,-1.4054835795688057,-1.2636141680817923,0.46125365936094526,-0.6905065209727651,-1.3407226780181905,-0.3604675257243335,1.2744505511760393,1.5671965243503072,1.0186686269937335,0.9386251446225762,1.0228883463600384,-0.900436197756345,-1.4100225914520197,0.6425835132607025,1.7774834004640314,0.9550832629508499,1.3020457233205027,0.6990897518078381,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,-0.36067376857495353,1.2190766902466783,-0.6704318224379925,-1.0055576433773306,0.3182292688614273,-0.21483950404023935,0.7306583906660035,-0.6790202228760677,-1.3923188102443413,2.3350176403071696,1.678651117722064,0.5107867066085727,1.1867399055454948,1.046848587635427,0.3572907924041343,1.6148821625390524,-0.19012131448087896,0.18925613044647668,2.4872411894199313,0.3764329432811433,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0.7639726188905865,0.40855543132591693,0.24232475509807902,-0.05490564355412598,1.212131709483414,1.2203982050592155,1.0995344713905948,-0.4051766762017718,-0.4199056729308322,0.2313981445349442,1.0091036633599928,0.021828491735404132,0.21215461998578755,-0.051244336457680735,-0.7082013920867628,1.0092010732608687,-0.17201452262555314,-0.39171617697062855,-0.033385787777448814,0.05377613475444848,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,1.1574349118814418,1.6935281588832203,1.2116237754903434,0.8690779008284517,-0.2896243907615237,0.6527551704225613,0.2837508313266094,1.04228207050524,-0.5083068672320603,1.4620155495616936,-0.09086715452056836,1.6022112933790031,0.9338591754731584,1.9985291218494527,1.8757766601216939,0.7725442238078087,0.4979367760213301,1.5184503489310737,1.4856675560964743,0.19717916076631284,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1,0.3377218014838181,-2.7149167371979974,1.1873912999805396,2.1319077025737454,-0.9189317089594011,1.7832365223531044,0.1915318111454605,1.031104782885883,1.1123816949571197,-1.051809747886109,-2.3577635357178788,-1.968929954533867,-1.2312544909889327,-2.3352776185713395,-2.303249572462352,-1.7376228336113084,-1.7533410113236076,-0.9198728200770844,-0.5675583922166263,-1.9717916076631337,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,0.05246163906545348,-1.3047415387504977,-1.106616381614515,0.07922099998526824,0.03218048786239141,0.8744585563810158,-0.1844380403622936,-1.6402669581409544,0.6261751263003655,-1.4935698419982804,-0.6552000089114657,-1.4363147561898901,-0.5862665614785911,0.2122979653246682,-0.49127483955568096,1.2314178437642467,-1.614522273766141,-0.33009790194153843,-1.7360609644273373,0.28680605202373,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1,0.05246163906545348,-1.3047415387504977,-1.106616381614515,0.07922099998526824,0.03218048786239141,0.8744585563810158,-0.1844380403622936,-1.6402669581409544,0.6261751263003655,-1.4935698419982804,-0.6552000089114657,-1.4363147561898901,-0.5862665614785911,0.2122979653246682,-0.49127483955568096,1.2314178437642467,-1.614522273766141,-0.33009790194153843,-1.7360609644273373,0.28680605202373,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1,-1.295146714428243,-1.9472279025291455,-1.5185684652812337,-0.13491100987589272,-0.03218048786239037,0.35829463613099266,-0.21281312349494463,-1.5229054381376825,0.33150447862960625,0.32606102184469404,-0.32999124536416385,-1.9951241446163488,-0.5796367296040223,-0.8125887638288986,-1.103773340819908,0.13878520323859095,-1.8800885543108532,-2.1698435420957147,0.35055077166321197,-0.6990897518078381,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0.5082221284465324,0.438208648115697,0.840059151006637,0.6557302573037785,0.11084390263712758,0.6246132545578631,-1.000221680426271,1.0534593581246021,-1.2007828892583468,0.11569907226747134,0.22477664539298986,0.21391921900701444,0.7605364278954795,0.4904815060949183,-0.07656231265802745,0.7308284401753969,0.105622952489369,0.3212952912230977,0.5842512861053549,-1.2547764776038117,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1,0.5082221284465324,0.438208648115697,0.840059151006637,0.6557302573037785,0.11084390263712758,0.6246132545578631,-1.000221680426271,1.0534593581246021,-1.2007828892583468,0.11569907226747134,0.22477664539298986,0.21391921900701444,0.7605364278954795,0.4904815060949183,-0.07656231265802745,0.7308284401753969,0.105622952489369,0.3212952912230977,0.5842512861053549,-1.2547764776038117,-0.629539668785373,-1.1531806529360422,0.01615498367320401,1.2267489502668742,-1.4195170757077131,-0.7625772811140542,0.2908446021097721,-0.6622542914470295,1.8195912493669446,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-1.5415825296275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1,0.17050032696270281,-1.0180937764492484,0.23424726326146525,0.4588543068453699,0.8402682941846696,0.16541955422906127,-0.9363777433777853,1.6011464514731988,1.2007828892583476,0.6310858487316681,-1.0569284815287079,-0.9211623512342396,-1.5456979456107378,-0.3440691162158405,0.07656231265802745,-0.8519646580310147,1.240315242089499,-0.1276378554173968,1.2853528294317789,-0.23302991726928024,-1.0164442568930419,0.8401744757105493,-0.0726974265294157,0.10902692077179989,-1.2049804899584367,-0.07138437194947354,-0.7377521614491579,0.0027943219048405014,-1.1565822921077342,1.7069880537089666,2.2077340142271016,1.1346960215628767,1.31244273120412,-0.32290445475322965,1.7121077847367798,0.12547764776038065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1,0.17050032696270281,-1.0180937764492484,0.23424726326146525,0.4588543068453699,0.8402682941846696,0.16541955422906127,-0.9363777433777853,1.6011464514731988,1.2007828892583476,0.6310858487316681,-1.0569284815287079,-0.9211623512342396,-1.5456979456107378,-0.3440691162158405,0.07656231265802745,-0.8519646580310147,1.240315242089499,-0.1276378554173968,1.2853528294317789,-0.23302991726928024,-1.0164442568930419,0.8401744757105493,-0.0726974265294157,0.10902692077179989,-1.2049804899584367,-0.07138437194947354,-0.7377521614491579,0.0027943219048405014,-1.1565822921077342,1.7069880537089666,2.2077340142271016,1.1346960215628767,1.31244273120412,-0.32290445475322965,1.7121077847367798,0.12547764776038065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1,0.9049632738789828,-0.06589603731062867,0.621966871418371,-0.7616197127296345,0.082239024537224,-0.9822215024970464,0.7377521614491744,0.8690341124051713,-0.8619116444369717,-0.32606102184469404,1.0569284815287052,-0.5981006735501995,-0.7207574366481356,-0.7686650468651748,-0.49765503227718494,-1.4656680133923456,0.9385353778341424,-0.875859766484886,-0.15023604499851906,0.41228369978410934,-1.0164442568930419,0.8401744757105493,-0.0726974265294157,0.10902692077179989,-1.2049804899584367,-0.07138437194947354,-0.7377521614491579,0.0027943219048405014,-1.1565822921077342,1.7069880537089666,2.2077340142271016,1.1346960215628767,1.31244273120412,-0.32290445475322965,1.7121077847367798,0.12547764776038065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0.9049632738789828,-0.06589603731062867,0.621966871418371,-0.7616197127296345,0.082239024537224,-0.9822215024970464,0.7377521614491744,0.8690341124051713,-0.8619116444369717,-0.32606102184469404,1.0569284815287052,-0.5981006735501995,-0.7207574366481356,-0.7686650468651748,-0.49765503227718494,-1.4656680133923456,0.9385353778341424,-0.875859766484886,-0.15023604499851906,0.41228369978410934,-1.0164442568930419,0.8401744757105493,-0.0726974265294157,0.10902692077179989,-1.2049804899584367,-0.07138437194947354,-0.7377521614491579,0.0027943219048405014,-1.1565822921077342,1.7069880537089666,2.2077340142271016,1.1346960215628767,1.31244273120412,-0.32290445475322965,1.7121077847367798,0.12547764776038065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1,0.2721447526520108,-0.6260123544509935,-0.8481366428432413,-0.8322126830135301,1.2478878071082955,0.7474767408939709,0.1844380403622936,-0.2989924438178555,0.5377739319991385,-1.7039317915755032,-1.8603854267631923,-0.4322041363610914,-0.593843512192365,0.3733515941916578,0.5869777303782185,-0.47491815212274735,0.35308244117875864,0.8142414914557933,-1.3688172988754004,0.44813445628707543,-1.0164442568930419,0.8401744757105493,-0.0726974265294157,0.10902692077179989,-1.2049804899584367,-0.07138437194947354,-0.7377521614491579,0.0027943219048405014,-1.1565822921077342,1.7069880537089666,2.2077340142271016,1.1346960215628767,1.31244273120412,-0.32290445475322965,1.7121077847367798,0.12547764776038065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
