,Team,Game,Home,Opponent,WINorLOSS
2612,BOS,71,Home,ORL,W
2613,BOS,72,Home,TOR,W
2614,BOS,73,Away,PHO,W
2615,BOS,74,Away,LAC,L
2616,BOS,75,Away,POR,L
2617,BOS,76,Away,GSW,W
2618,BOS,77,Away,LAL,W
2619,BOS,78,Home,NOP,W
2620,BOS,79,Home,MIL,W
2621,BOS,80,Away,ATL,L
2622,BOS,81,Home,CHO,L
2623,BOS,82,Home,MIA,W
2624,BRK,1,Home,CHI,L
2625,BRK,2,Away,SAS,L
2626,BRK,3,Away,MEM,L
2627,BRK,4,Home,MIL,L
2628,BRK,5,Away,ATL,L
2629,BRK,6,Home,LAL,L
2630,BRK,7,Away,MIL,L
2631,BRK,8,Away,HOU,W
2632,BRK,9,Away,SAC,L
2633,BRK,10,Away,GSW,L
2634,BRK,11,Home,ATL,W
2635,BRK,12,Away,CHO,L
2636,BRK,13,Away,BOS,L
2637,BRK,14,Home,BOS,W
2638,BRK,15,Away,OKC,L
2639,BRK,16,Away,CLE,L
2640,BRK,17,Home,DET,W
2641,BRK,18,Home,PHO,W
2642,BRK,19,Away,NYK,L
2643,BRK,20,Home,GSW,L
2644,BRK,21,Home,HOU,W
2645,BRK,22,Home,PHI,W
2646,BRK,23,Home,LAC,L
2647,BRK,24,Home,ORL,L
2648,BRK,25,Home,MIA,L
2649,BRK,26,Away,IND,L
2650,BRK,27,Home,MIN,L
2651,BRK,28,Away,CHI,W
2652,BRK,29,Home,DAL,L
2653,BRK,30,Home,WAS,L
2654,BRK,31,Away,MIA,W
2655,BRK,32,Away,ORL,L
2656,BRK,33,Away,BOS,W
2657,BRK,34,Home,BOS,L
2658,BRK,35,Home,TOR,L
2659,BRK,36,Home,ORL,L
2660,BRK,37,Away,DET,L
2661,BRK,38,Home,SAS,L
2662,BRK,39,Home,NYK,W
2663,BRK,40,Home,POR,L
2664,BRK,41,Away,ATL,L
2665,BRK,42,Away,TOR,L
2666,BRK,43,Home,CLE,L
2667,BRK,44,Home,UTA,L
2668,BRK,45,Home,OKC,W
2669,BRK,46,Home,MIA,L
2670,BRK,47,Away,DAL,L
2671,BRK,48,Away,NOP,L
2672,BRK,49,Home,DET,L
2673,BRK,50,Home,IND,L
2674,BRK,51,Home,SAC,W
2675,BRK,52,Away,PHI,L
2676,BRK,53,Home,DEN,W
2677,BRK,54,Home,MEM,L
2678,BRK,55,Home,NYK,W
2679,BRK,56,Home,CHO,L
2680,BRK,57,Away,POR,L
2681,BRK,58,Away,PHO,W
2682,BRK,59,Away,UTA,W
2683,BRK,60,Away,LAC,L
2684,BRK,61,Away,LAL,L
2685,BRK,62,Away,DEN,W
2686,BRK,63,Away,MIN,L
2687,BRK,64,Away,TOR,L
2688,BRK,65,Away,PHI,L
2689,BRK,66,Home,MIL,L
2690,BRK,67,Home,PHI,W
2691,BRK,68,Away,CHI,L
2692,BRK,69,Away,DET,L
2693,BRK,70,Home,CHO,L
2694,BRK,71,Home,CLE,W
2695,BRK,72,Home,IND,W
2696,BRK,73,Away,MIA,L
2697,BRK,74,Away,ORL,L
2698,BRK,75,Away,CLE,L
2699,BRK,76,Away,NYK,L
2700,BRK,77,Home,NOP,L
2701,BRK,78,Away,WAS,L
2702,BRK,79,Away,CHO,L
2703,BRK,80,Away,IND,L
2704,BRK,81,Home,WAS,L
2705,BRK,82,Home,TOR,L
2706,CHO,1,Away,MIA,L
2707,CHO,2,Away,ATL,L
2708,CHO,3,Home,ATL,L
2709,CHO,4,Home,CHI,W
2710,CHO,5,Away,DAL,W
2711,CHO,6,Away,SAS,L
2712,CHO,7,Away,MIN,W
2713,CHO,8,Home,NYK,W
2714,CHO,9,Away,CHI,L
2715,CHO,10,Home,POR,W
2716,CHO,11,Away,NYK,L
2717,CHO,12,Home,BRK,W
2718,CHO,13,Home,PHI,W
2719,CHO,14,Home,SAC,W
2720,CHO,15,Home,WAS,W
2721,CHO,16,Home,CLE,L
2722,CHO,17,Home,MIL,W
2723,CHO,18,Home,GSW,L
2724,CHO,19,Away,CHI,W
2725,CHO,20,Home,DET,W
2726,CHO,21,Home,MIA,W
2727,CHO,22,Away,MEM,W
2728,CHO,23,Home,BOS,L
2729,CHO,24,Away,ORL,L
2730,CHO,25,Home,TOR,W
2731,CHO,26,Away,WAS,L
2732,CHO,27,Away,HOU,L
2733,CHO,28,Home,BOS,L
2734,CHO,29,Home,MEM,W
2735,CHO,30,Home,LAL,W
2736,CHO,31,Home,LAC,L
2737,CHO,32,Away,TOR,L
2738,CHO,33,Home,OKC,L
2739,CHO,34,Away,GSW,L
2740,CHO,35,Away,PHO,L
2741,CHO,36,Away,LAC,L
2742,CHO,37,Away,DEN,L
2743,CHO,38,Home,ATL,W
2744,CHO,39,Away,NOP,L
2745,CHO,40,Home,MIL,L
2746,CHO,41,Home,UTA,W
2747,CHO,42,Away,OKC,L
2748,CHO,43,Away,ORL,W
2749,CHO,44,Home,NYK,W
2750,CHO,45,Away,SAC,W
2751,CHO,46,Away,UTA,L
2752,CHO,47,Away,POR,L
2753,CHO,48,Away,LAL,W
2754,CHO,49,Home,CLE,W
2755,CHO,50,Home,MIA,L
2756,CHO,51,Home,WAS,W
2757,CHO,52,Home,CHI,W
2758,CHO,53,Away,IND,W
2759,CHO,54,Away,MIL,W
2760,CHO,55,Away,BRK,W
2761,CHO,56,Away,CLE,L
2762,CHO,57,Away,IND,W
2763,CHO,58,Away,ATL,L
2764,CHO,59,Home,PHO,W
2765,CHO,60,Away,PHI,W
2766,CHO,61,Home,IND,W
2767,CHO,62,Home,MIN,W
2768,CHO,63,Home,NOP,W
2769,CHO,64,Home,DET,W
2770,CHO,65,Home,HOU,W
2771,CHO,66,Home,DAL,L
2772,CHO,67,Home,ORL,W
2773,CHO,68,Away,MIA,W
2774,CHO,69,Home,DEN,L
2775,CHO,70,Home,SAS,W
2776,CHO,71,Away,BRK,W
2777,CHO,72,Away,DET,L
2778,CHO,73,Away,MIL,W
2779,CHO,74,Away,PHI,W
2780,CHO,75,Home,PHI,W
2781,CHO,76,Away,CLE,L
2782,CHO,77,Away,TOR,L
2783,CHO,78,Away,NYK,W
2784,CHO,79,Home,BRK,W
2785,CHO,80,Away,WAS,L
2786,CHO,81,Away,BOS,W
2787,CHO,82,Home,ORL,W
2788,CHI,1,Home,CLE,W
2789,CHI,2,Away,BRK,W
2790,CHI,3,Away,DET,L
2791,CHI,4,Home,ORL,W
2792,CHI,5,Away,CHO,L
2793,CHI,6,Home,OKC,W
2794,CHI,7,Home,MIN,L
2795,CHI,8,Away,PHI,W
2796,CHI,9,Home,CHO,W
2797,CHI,10,Home,IND,W
2798,CHI,11,Away,PHO,W
2799,CHI,12,Away,GSW,L
2800,CHI,13,Away,POR,W
2801,CHI,14,Away,IND,L
2802,CHI,15,Home,SAS,W
2803,CHI,16,Home,DEN,W
2804,CHI,17,Home,CHO,L
2805,CHI,18,Home,PHO,L
2806,CHI,19,Away,BOS,L
2807,CHI,20,Home,LAC,W
2808,CHI,21,Home,NOP,W
2809,CHI,22,Home,PHI,W
2810,CHI,23,Home,MEM,W
2811,CHI,24,Home,DET,L
2812,CHI,25,Away,NYK,L
2813,CHI,26,Home,BRK,L
2814,CHI,27,Away,OKC,W
2815,CHI,28,Away,DAL,L
2816,CHI,29,Home,TOR,W
2817,CHI,30,Home,IND,W
2818,CHI,31,Home,NYK,W
2819,CHI,32,Away,TOR,W
2820,CHI,33,Home,MIL,W
2821,CHI,34,Home,BOS,W
2822,CHI,35,Away,ATL,L
2823,CHI,36,Home,WAS,L
2824,CHI,37,Away,MIL,L
2825,CHI,38,Away,PHI,W
2826,CHI,39,Home,DAL,L
2827,CHI,40,Away,DET,W
2828,CHI,41,Home,GSW,L
2829,CHI,42,Away,BOS,L
2830,CHI,43,Away,CLE,W
2831,CHI,44,Home,MIA,L
2832,CHI,45,Away,LAL,W
2833,CHI,46,Away,LAC,L
2834,CHI,47,Away,UTA,L
2835,CHI,48,Away,SAC,W
2836,CHI,49,Away,DEN,L
2837,CHI,50,Away,MIN,L
2838,CHI,51,Away,CHO,L
2839,CHI,52,Home,ATL,L
2840,CHI,53,Away,CLE,L
2841,CHI,54,Home,TOR,W
2842,CHI,55,Home,LAL,W
2843,CHI,56,Home,WAS,W
2844,CHI,57,Away,ATL,L
2845,CHI,58,Home,POR,L
2846,CHI,59,Away,MIA,L
2847,CHI,60,Away,ORL,L
2848,CHI,61,Home,HOU,W
2849,CHI,62,Home,MIL,W
2850,CHI,63,Away,SAS,L
2851,CHI,64,Home,MIA,L
2852,CHI,65,Away,TOR,W
2853,CHI,66,Away,WAS,L
2854,CHI,67,Home,BRK,W
2855,CHI,68,Home,UTA,W
2856,CHI,69,Home,SAC,W
2857,CHI,70,Home,NYK,L
2858,CHI,71,Away,NYK,L
2859,CHI,72,Away,ORL,L
2860,CHI,73,Home,ATL,L
2861,CHI,74,Away,IND,W
2862,CHI,75,Away,HOU,W
2863,CHI,76,Home,DET,L
2864,CHI,77,Away,MIL,W
2865,CHI,78,Away,MEM,L
2866,CHI,79,Away,MIA,L
2867,CHI,80,Home,CLE,W
2868,CHI,81,Away,NOP,W
2869,CHI,82,Home,PHI,W
2870,CLE,1,Away,CHI,L
2871,CLE,2,Away,MEM,W
2872,CLE,3,Home,MIA,W
2873,CLE,4,Away,PHI,W
2874,CLE,5,Home,NYK,W
2875,CLE,6,Home,PHI,W
2876,CLE,7,Home,IND,W
2877,CLE,8,Home,UTA,W
2878,CLE,9,Away,NYK,W
2879,CLE,10,Away,MIL,L
2880,CLE,11,Away,DET,L
2881,CLE,12,Home,MIL,W
2882,CLE,13,Home,ATL,W
2883,CLE,14,Home,ORL,W
2884,CLE,15,Away,TOR,L
2885,CLE,16,Away,CHO,W
2886,CLE,17,Home,BRK,W
2887,CLE,18,Home,WAS,L
2888,CLE,19,Away,NOP,L
2889,CLE,20,Away,MIA,L
2890,CLE,21,Home,POR,W
2891,CLE,22,Away,ORL,W
2892,CLE,23,Away,BOS,W
2893,CLE,24,Home,OKC,W
2894,CLE,25,Home,PHI,W
2895,CLE,26,Home,NYK,W
2896,CLE,27,Away,GSW,L
2897,CLE,28,Away,POR,L
2898,CLE,29,Away,PHO,W
2899,CLE,30,Away,DEN,W
2900,CLE,31,Home,ORL,W
2901,CLE,32,Home,TOR,W
2902,CLE,33,Away,WAS,W
2903,CLE,34,Away,MIN,W
2904,CLE,35,Away,PHI,W
2905,CLE,36,Away,DAL,W
2906,CLE,37,Away,SAS,L
2907,CLE,38,Away,HOU,W
2908,CLE,39,Home,GSW,L
2909,CLE,40,Away,BRK,W
2910,CLE,41,Home,LAC,W
2911,CLE,42,Home,CHI,L
2912,CLE,43,Home,MIN,W
2913,CLE,44,Home,PHO,W
2914,CLE,45,Away,DET,W
2915,CLE,46,Home,SAS,W
2916,CLE,47,Away,IND,W
2917,CLE,48,Away,CHO,L
2918,CLE,49,Home,BOS,L
2919,CLE,50,Home,NOP,W
2920,CLE,51,Home,SAC,W
2921,CLE,52,Home,LAL,W
2922,CLE,53,Home,CHI,W
2923,CLE,54,Away,OKC,W
2924,CLE,55,Home,DET,L
2925,CLE,56,Home,CHO,W
2926,CLE,57,Away,TOR,L
2927,CLE,58,Away,WAS,L
2928,CLE,59,Home,IND,W
2929,CLE,60,Home,WAS,W
2930,CLE,61,Home,BOS,W
2931,CLE,62,Home,MEM,L
2932,CLE,63,Away,SAC,W
2933,CLE,64,Away,LAL,W
2934,CLE,65,Away,LAC,W
2935,CLE,66,Away,UTA,L
2936,CLE,67,Home,DAL,W
2937,CLE,68,Away,ORL,W
2938,CLE,69,Away,MIA,L
2939,CLE,70,Home,DEN,W
2940,CLE,71,Home,MIL,W
2941,CLE,72,Away,BRK,L
2942,CLE,73,Away,NYK,W
2943,CLE,74,Home,HOU,L
2944,CLE,75,Home,BRK,W
2945,CLE,76,Away,ATL,W
2946,CLE,77,Home,CHO,W
2947,CLE,78,Away,MIL,W
2948,CLE,79,Away,IND,L
2949,CLE,80,Away,CHI,L
2950,CLE,81,Home,ATL,W
2951,CLE,82,Home,DET,L
2952,DAL,1,Away,PHO,W
2953,DAL,2,Away,LAC,L
2954,DAL,3,Away,LAL,W
2955,DAL,4,Home,TOR,L
2956,DAL,5,Home,CHO,L
2957,DAL,6,Home,NOP,W
2958,DAL,7,Away,NOP,L
2959,DAL,8,Home,LAC,W
2960,DAL,9,Home,LAL,W
2961,DAL,10,Away,HOU,W
2962,DAL,11,Away,PHI,W
2963,DAL,12,Away,BOS,W
2964,DAL,13,Home,UTA,W
2965,DAL,14,Away,OKC,L
2966,DAL,15,Away,MEM,L
2967,DAL,16,Away,SAS,L
2968,DAL,17,Home,DEN,W
2969,DAL,18,Away,SAC,L
2970,DAL,19,Away,POR,W
2971,DAL,20,Home,HOU,L
2972,DAL,21,Away,WAS,W
2973,DAL,22,Away,NYK,W
2974,DAL,23,Home,ATL,L
2975,DAL,24,Home,WAS,L
2976,DAL,25,Home,PHO,W
2977,DAL,26,Away,IND,L
2978,DAL,27,Home,MEM,W
2979,DAL,28,Away,TOR,L
2980,DAL,29,Away,BRK,W
2981,DAL,30,Home,CHI,W
2982,DAL,31,Home,MIL,W
2983,DAL,32,Home,GSW,W
2984,DAL,33,Away,MIA,L
2985,DAL,34,Home,NOP,L
2986,DAL,35,Home,SAC,W
2987,DAL,36,Away,NOP,W
2988,DAL,37,Away,MIL,L
2989,DAL,38,Away,MIN,W
2990,DAL,39,Home,CLE,L
2991,DAL,40,Away,OKC,L
2992,DAL,41,Away,CHI,W
2993,DAL,42,Away,SAS,L
2994,DAL,43,Home,BOS,W
2995,DAL,44,Home,MIN,W
2996,DAL,45,Home,OKC,L
2997,DAL,46,Away,HOU,L
2998,DAL,47,Away,LAL,W
2999,DAL,48,Away,GSW,L
3000,DAL,49,Home,BRK,W
3001,DAL,50,Home,PHO,W
3002,DAL,51,Away,ATL,L
3003,DAL,52,Home,MIA,L
3004,DAL,53,Home,SAS,L
3005,DAL,54,Away,MEM,W
3006,DAL,55,Home,UTA,L
3007,DAL,56,Away,ORL,L
3008,DAL,57,Home,PHI,W
3009,DAL,58,Home,OKC,L
3010,DAL,59,Home,DEN,W
3011,DAL,60,Home,MIN,W
3012,DAL,61,Home,ORL,W
3013,DAL,62,Home,SAC,L
3014,DAL,63,Away,DEN,L
3015,DAL,64,Home,LAC,L
3016,DAL,65,Home,DET,L
3017,DAL,66,Home,IND,L
3018,DAL,67,Away,CHO,W
3019,DAL,68,Away,CLE,L
3020,DAL,69,Home,GSW,L
3021,DAL,70,Home,POR,W
3022,DAL,71,Away,POR,L
3023,DAL,72,Away,GSW,L
3024,DAL,73,Away,SAC,L
3025,DAL,74,Away,DEN,W
3026,DAL,75,Home,NYK,W
3027,DAL,76,Away,DET,W
3028,DAL,77,Away,MIN,W
3029,DAL,78,Home,HOU,W
3030,DAL,79,Home,MEM,W
3031,DAL,80,Away,LAC,L
3032,DAL,81,Away,UTA,W
3033,DAL,82,Home,SAS,L
3034,DEN,1,Away,HOU,W
3035,DEN,2,Home,MIN,L
3036,DEN,3,Away,OKC,L
3037,DEN,4,Away,LAL,W
3038,DEN,5,Home,UTA,L
3039,DEN,6,Away,GSW,L
3040,DEN,7,Home,POR,W
3041,DEN,8,Home,MIL,W
3042,DEN,9,Home,HOU,W
3043,DEN,10,Away,PHO,L
3044,DEN,11,Away,NOP,W
3045,DEN,12,Away,SAS,L
3046,DEN,13,Home,PHO,L
3047,DEN,14,Home,GSW,L
3048,DEN,15,Home,LAC,L
3049,DEN,16,Home,SAS,L
3050,DEN,17,Away,DAL,L
3051,DEN,18,Away,MIL,L
3052,DEN,19,Away,CHI,L
3053,DEN,20,Away,TOR,W
3054,DEN,21,Away,PHI,W
3055,DEN,22,Home,ORL,L
3056,DEN,23,Home,MIN,W
3057,DEN,24,Home,HOU,W
3058,DEN,25,Away,MIN,W
3059,DEN,26,Away,UTA,L
3060,DEN,27,Home,NOP,L
3061,DEN,28,Home,LAL,L
3062,DEN,29,Away,PHO,W
3063,DEN,30,Away,SAS,L
3064,DEN,31,Away,OKC,L
3065,DEN,32,Home,CLE,L
3066,DEN,33,Away,POR,L
3067,DEN,34,Away,GSW,L
3068,DEN,35,Home,POR,L
3069,DEN,36,Away,MIN,W
3070,DEN,37,Away,MEM,L
3071,DEN,38,Home,CHO,W
3072,DEN,39,Home,GSW,W
3073,DEN,40,Home,MIA,L
3074,DEN,41,Home,IND,W
3075,DEN,42,Home,OKC,L
3076,DEN,43,Home,MEM,L
3077,DEN,44,Home,DET,W
3078,DEN,45,Home,ATL,L
3079,DEN,46,Away,BOS,L
3080,DEN,47,Away,WAS,W
3081,DEN,48,Away,IND,L
3082,DEN,49,Home,TOR,W
3083,DEN,50,Away,UTA,L
3084,DEN,51,Home,CHI,W
3085,DEN,52,Away,NYK,W
3086,DEN,53,Away,BRK,L
3087,DEN,54,Away,DET,W
3088,DEN,55,Away,SAC,L
3089,DEN,56,Home,BOS,L
3090,DEN,57,Home,SAC,L
3091,DEN,58,Away,LAC,W
3092,DEN,59,Away,DAL,L
3093,DEN,60,Home,MEM,L
3094,DEN,61,Home,LAL,W
3095,DEN,62,Home,BRK,L
3096,DEN,63,Home,DAL,W
3097,DEN,64,Home,NYK,W
3098,DEN,65,Home,PHO,W
3099,DEN,66,Home,WAS,W
3100,DEN,67,Away,MIA,L
3101,DEN,68,Away,ORL,L
3102,DEN,69,Away,ATL,L
3103,DEN,70,Away,CHO,W
3104,DEN,71,Away,CLE,L
3105,DEN,72,Home,PHI,W
3106,DEN,73,Away,LAL,W
3107,DEN,74,Away,LAC,L
3108,DEN,75,Home,DAL,L
3109,DEN,76,Away,MEM,W
3110,DEN,77,Away,NOP,L
3111,DEN,78,Home,SAC,L
3112,DEN,79,Home,OKC,L
3113,DEN,80,Home,SAS,W
3114,DEN,81,Home,UTA,L
3115,DEN,82,Away,POR,L
3116,DET,1,Away,ATL,W
3117,DET,2,Home,UTA,W
3118,DET,3,Home,CHI,W
3119,DET,4,Home,IND,L
3120,DET,5,Away,PHO,W
3121,DET,6,Away,POR,W
3122,DET,7,Away,GSW,L
3123,DET,8,Away,SAC,L
3124,DET,9,Away,LAC,L
3125,DET,10,Away,LAL,L
3126,DET,11,Home,CLE,W
3127,DET,12,Away,MIN,W
3128,DET,13,Home,WAS,L
3129,DET,14,Away,MIL,L
3130,DET,15,Home,MIA,W
3131,DET,16,Away,OKC,L
3132,DET,17,Away,BRK,L
3133,DET,18,Home,HOU,W
3134,DET,19,Home,PHO,W
3135,DET,20,Home,MIL,W
3136,DET,21,Home,LAL,W
3137,DET,22,Away,CHO,L
3138,DET,23,Home,MEM,L
3139,DET,24,Away,PHI,W
3140,DET,25,Home,IND,W
3141,DET,26,Home,LAC,L
3142,DET,27,Home,BOS,W
3143,DET,28,Away,CHI,W
3144,DET,29,Away,MIA,W
3145,DET,30,Away,ATL,L
3146,DET,31,Home,BOS,L
3147,DET,32,Away,NYK,L
3148,DET,33,Home,MIN,W
3149,DET,34,Away,IND,L
3150,DET,35,Home,ORL,W
3151,DET,36,Away,BOS,W
3152,DET,37,Home,BRK,W
3153,DET,38,Home,SAS,L
3154,DET,39,Away,MEM,L
3155,DET,40,Home,GSW,W
3156,DET,41,Home,CHI,L
3157,DET,42,Away,HOU,W
3158,DET,43,Away,NOP,L
3159,DET,44,Away,DEN,L
3160,DET,45,Away,UTA,W
3161,DET,46,Home,PHI,W
3162,DET,47,Home,CLE,L
3163,DET,48,Away,TOR,L
3164,DET,49,Away,BRK,W
3165,DET,50,Away,BOS,L
3166,DET,51,Home,NYK,W
3167,DET,52,Away,IND,L
3168,DET,53,Home,TOR,L
3169,DET,54,Home,DEN,L
3170,DET,55,Away,WAS,L
3171,DET,56,Home,NOP,L
3172,DET,57,Away,CLE,W
3173,DET,58,Home,PHI,W
3174,DET,59,Away,MIL,W
3175,DET,60,Home,TOR,W
3176,DET,61,Away,SAS,L
3177,DET,62,Away,NYK,L
3178,DET,63,Home,POR,W
3179,DET,64,Away,DAL,W
3180,DET,65,Away,CHO,L
3181,DET,66,Away,PHI,W
3182,DET,67,Away,WAS,L
3183,DET,68,Home,ATL,L
3184,DET,69,Home,SAC,W
3185,DET,70,Home,BRK,W
3186,DET,71,Home,MIL,W
3187,DET,72,Home,ORL,W
3188,DET,73,Home,CHO,W
3189,DET,74,Home,ATL,L
3190,DET,75,Home,OKC,W
3191,DET,76,Home,DAL,L
3192,DET,77,Away,CHI,W
3193,DET,78,Away,MIA,L
3194,DET,79,Away,ORL,W
3195,DET,80,Home,WAS,W
3196,DET,81,Home,MIA,L
3197,DET,82,Away,CLE,W
3198,GSW,1,Home,NOP,W
3199,GSW,2,Away,HOU,W
3200,GSW,3,Away,NOP,W
3201,GSW,4,Home,MEM,W
3202,GSW,5,Home,LAC,W
3203,GSW,6,Home,DEN,W
3204,GSW,7,Away,SAC,W
3205,GSW,8,Home,DET,W
3206,GSW,9,Away,MEM,W
3207,GSW,10,Away,MIN,W
3208,GSW,11,Home,BRK,W
3209,GSW,12,Home,TOR,W
3210,GSW,13,Away,LAC,W
3211,GSW,14,Home,CHI,W
3212,GSW,15,Away,DEN,W
3213,GSW,16,Home,LAL,W
3214,GSW,17,Away,PHO,W
3215,GSW,18,Home,SAC,W
3216,GSW,19,Away,UTA,W
3217,GSW,20,Away,CHO,W
3218,GSW,21,Away,TOR,W
3219,GSW,22,Away,BRK,W
3220,GSW,23,Away,IND,W
3221,GSW,24,Away,BOS,W
3222,GSW,25,Away,MIL,L
3223,GSW,26,Home,PHO,W
3224,GSW,27,Home,MIL,W
3225,GSW,28,Home,UTA,W
3226,GSW,29,Home,CLE,W
3227,GSW,30,Home,SAC,W
3228,GSW,31,Away,DAL,L
3229,GSW,32,Away,HOU,W
3230,GSW,33,Home,DEN,W
3231,GSW,34,Home,CHO,W
3232,GSW,35,Away,LAL,W
3233,GSW,36,Away,POR,W
3234,GSW,37,Away,SAC,W
3235,GSW,38,Home,MIA,W
3236,GSW,39,Away,DEN,L
3237,GSW,40,Home,LAL,W
3238,GSW,41,Away,DET,L
3239,GSW,42,Away,CLE,W
3240,GSW,43,Away,CHI,W
3241,GSW,44,Home,IND,W
3242,GSW,45,Home,SAS,W
3243,GSW,46,Home,DAL,W
